tweet_id,airline_sentiment,airline_sentiment_confidence,retweet_count,text,Feature Words (Lemma)
5.69881548515709E+017,1,0.6593,0,@VirginAmerica I was scheduled for SFO 2 DAL flight 714 today. Changed to 24th due weather. Looks like flight still on?,I schedule SFO DAL flight today Changed due weather Looks like flight still
5.69873668131717E+017,1,1,0,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/RPdBpX3wNd #CheapFlights #FareCompare",getaway deal May Lots cool cities CheapFlights FareCompare
5.69873664612704E+017,1,0.6529,0,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/QDlJHslOI5 #CheapFlights #FareCompare",getaway deal May Lots cool cities CheapFlights FareCompare
5.69674358135915E+017,1,1,0,"@VirginAmerica Do you provide complimentary upgrades to first class, if there are available seats?",Do provide complimentary upgrade first class available seat
5.69649116487291E+017,1,1,0,@VirginAmerica How can I watch the #Oscars2015 on my JFK-&gt,How I watch gt
5.69643262459269E+017,1,0.6535,0,@VirginAmerica is flight 882 Cancelled Flightled and what do I do if it is?,flight Cancelled Flightled I
5.6963363097831E+017,1,1,0,@VirginAmerica has flight number 276 from SFO to Cabo San Lucas arrived yet?,flight number SFO Cabo San Lucas arrive yet
5.69625609799774E+017,1,1,0,"@VirginAmerica, @reallytallchris dropped a track on you... https://t.co/zv2pt6TRK9",drop track
5.69615109363929E+017,1,0.355,0,@VirginAmerica Can you find us a flt out of LAX that is sooner than midnight on Monday? That would be great customer service 😃,Can find us flt LAX sooner midnight Monday That would great customer service
5.69586660909974E+017,1,1,0,@VirginAmerica is there special assistance if I travel alone w/2 kids and 1 infant? Priority boarding?,special assistance I travel alone kid infant Priority board
5.69575679722787E+017,1,1,0,@VirginAmerica is your website ever coming back online?,website ever come back online
5.69575003248677E+017,1,0.6732,0,"@VirginAmerica  - Is Flight 713 from Love Field to SFO definitely Cancelled Flightled for Monday, February 23?",Is Flight Love Field SFO definitely Cancelled Flightled Monday February
5.69574973662233E+017,1,1,0,@VirginAmerica Is flight 0769 out of LGA to DFW on time?,Is flight LGA DFW time
5.69574961158816E+017,1,1,0,@VirginAmerica my drivers license is expired by a little over a month. Can I fly Friday morning using my expired license?,drivers license expire little month Can I fly Friday morning use expire license
5.69482263345308E+017,1,1,0,@VirginAmerica Plans to Include Austin to its Dallas Route - TopNews Arab #Emirates http://t.co/aqZWecOkk2,Plans Include Austin Dallas Route TopNews Arab Emirates
5.6945961888102E+017,1,1,0,@VirginAmerica to jump into the Dallas-Austin market - @Dallas_News http://t.co/EwwGi97gdx,jump market
5.69452063920226E+017,1,1,0,"@VirginAmerica Beats EPS Views, Takes On #SouthwestAir VA LUV - Investor's Business Daily http://t.co/FLwmGDAHxu",Beats EPS Views Takes On SouthwestAir VA LUV Investor Business Daily
5.69447071910105E+017,1,1,0,@VirginAmerica Lister to my show my on Monday 1230 130,Lister show Monday
5.69429411646157E+017,1,1,0,@VirginAmerica to begin Dallas-Austin #flights in April - 88.9 KETR http://t.co/SSUVWwkyHH,begin flight April KETR
5.693563877859E+017,1,0.6816,0,@VirginAmerica I'd love to know what your policy is for damaged luggage.,I love know policy damage luggage
5.69324558999691E+017,1,0.6701,0,@VirginAmerica @TTINAC11 I DM you,I DM
5.69323106210153E+017,1,0.6942,0,@VirginAmerica can you please have flights in  SJC ? I have no choice but to fly Southwest to Vegas 😩😭,please flight SJC I choice fly Southwest Vegas
5.6931149830187E+017,1,0.653,0,@VirginAmerica If only you guys had flights from CMH.,If guy flight CMH
5.69305113589715E+017,1,0.6743,0,@VirginAmerica Having an issue finding a missing item on a plane. Can you help me find which airport my plane headed to next?,Having issue find miss item plane Can help find airport plane head next
5.69304208534598E+017,1,0.6863,0,“@VirginAmerica:You've met your match.Got status on another airline? Upgrade : http://t.co/H952rDKTqy” @asarco_ES_ar ? 🙉,meet status another airline Upgrade
5.69261128532042E+017,1,0.6809,0,@VirginAmerica nervous about my flight from DC to LAX getting Cancelled Flightled tomorrow! Just sent you a DM to help me!,nervous flight DC LAX get Cancelled Flightled tomorrow Just send DM help
5.69248437050303E+017,1,1,0,@VirginAmerica can you please get me to the new york area before monday afternoon,please get new york area monday afternoon
5.6923647169083E+017,1,0.634,0,"@VirginAmerica on iPad and iPhone, clicking the CHECKIN link in the email I received at 24hrs before flight",iPad iPhone click CHECKIN link email I receive flight
5.6922023229372E+017,1,1,0,"@VirginAmerica it’s just a bug report, guys",bug report guy
5.69197611393163E+017,1,1,0,@VirginAmerica any updates on flight 413 from Jfk &gt,update flight Jfk gt
5.69197515993534E+017,1,1,0,@virginamerica spruce moose!,spruce moose
5.69018352464589E+017,1,0.6598,0,"@VirginAmerica If you'd love to see more girls be inspired to become pilots, RT our free WOAW event March 2-8 at ABQ. http://t.co/rfXlV1kGDh",If love see girls inspire become pilot RT free WOAW event March ABQ
5.68989005162766E+017,1,1,0,"@VirginAmerica beats expectations, shares take off - Santa Cruz Sentinel http://t.co/qm9dQbai6G",beat expectations share take Santa Cruz Sentinel
5.68977439398822E+017,1,1,0,@VirginAmerica any plans to start flying direct from DAL to LAS?,plan start fly direct DAL LAS
5.68977175149294E+017,1,0.6701,0,@VirginAmerica BIG Love/gratitude.mpower w/ http://t.co/1AGR9knCpf weRin #OSCARS2105 VIPswagbags@ #AvalonHollywood http://t.co/ybMbGs0dHn,BIG weRin VIPswagbags AvalonHollywood
5.68945265899483E+017,1,1,0,@VirginAmerica Grand Budapest Hotel #OscarsCountdown,Grand Budapest Hotel OscarsCountdown
5.68943244027007E+017,1,1,0,@VirginAmerica This is what you missed @NewsVP. Next trip to the 407.,This miss Next trip
5.68928605226426E+017,1,1,0,@VirginAmerica shares rise on Q4 financial results - USA TODAY http://t.co/lFS4PEFE6y,share rise financial result USA TODAY
5.68926018049692E+017,1,1,0,@VirginAmerica Adds Pillows Instead of Lie-Flat Seats in First Class Arms Race http://t.co/rGYwJBbhm4,Adds Pillows Instead Seats First Class Arms Race
5.689206147166E+017,1,0.6803,0,@VirginAmerica way to take advantage of #MayweatherPacquiao :),way take advantage MayweatherPacquiao
5.68920221882257E+017,1,1,0,@VirginAmerica you know I'm flying virgin for the fight #MayweatherPacquiao,know I fly virgin fight MayweatherPacquiao
5.68898405189038E+017,1,1,0,@VirginAmerica shares up on 4Q results - @iol http://t.co/XZ6qeG3nef,share result
5.68890062286385E+017,1,1,0,👍👍✈️✈️💗 When are you guys going to start flying to Paris? @VirginAmerica: @LizaUtter You're welcome.”,When guy go start fly Paris You welcome
5.68884848632279E+017,1,1,0,@VirginAmerica what is your policy on flying after surgery?  I am still waiting for answer so I can tell me doctor.,policy fly surgery I still wait answer I tell doctor
5.68867068331864E+017,1,0.6773,0,@VirginAmerica I think i left something on the plane yesterday. who do i call...ah!,I think leave something plane yesterday call ah
5.68865011717706E+017,1,0.642,0,@VirginAmerica I need you to follow back in order to DM.,I need follow back order DM
5.688648156549E+017,1,1,0,@VirginAmerica Need to start flying to @KCIAirport .  😊😀😃😄,Need start fly
5.68855933360607E+017,1,0.6791,0,@VirginAmerica they told to check with the airline regulation first so that is why I contacted you.,tell check airline regulation first I contact
5.68847512372515E+017,1,1,0,@VirginAmerica what is your policy on flying after surgery?,policy fly surgery
5.68845553104069E+017,1,1,0,@VirginAmerica posts second consecutive full-year net profit - @ATWOnline http://t.co/tvB5zbzVhg,post second consecutive net profit
5.6883802004181E+017,1,1,0,@VirginAmerica Results Handily Exceed Forecasts - @NYTimes http://t.co/gonmRwEM6I,Results Handily Exceed Forecasts
5.68837602071204E+017,1,1,0,"@VirginAmerica I applied for a position in @flyLAXairport ,and I was wondering if you guys received my application.",I apply position I wonder guy receive application
5.68833739192558E+017,1,1,0,@VirginAmerica achieves a second year of profitability despite revenue pressure ... - @CAPA_Aviation http://t.co/zSuZTNAIJq,achieve second year profitability despite revenue pressure
5.68830466830152E+017,1,1,0,"@VirginAmerica gives positive outlook, but sees increased competition - @Reuters http://t.co/jEu7Od3eYJ",give positive outlook see increase competition
5.68828648687591E+017,1,0.6625,0,@VirginAmerica weather delays &gt,weather delay gt
5.68828112626012E+017,1,1,0,@VirginAmerica @madbee95 check the website before you go to the airport!,check website go airport
5.68823689422053E+017,1,1,0,@VirginAmerica pilot says we expect a choppy landing in NYC due to some gusty winds w/a temperature of about 5 degrees &amp,pilot say expect choppy land NYC due gusty wind temperature degrees amp
5.68800805475783E+017,1,0.375,0,@VirginAmerica is saving my sanity right now: http://t.co/ELtBOLjUl9,save sanity right
5.68795484283736E+017,1,1,0,@VirginAmerica missed my flight. How does standby work?,miss flight How standby work
5.68792520337039E+017,1,1,0,@VirginAmerica brought it all the way across the country today I see http://t.co/TKaUyGcPmS,bring way across country today I see
5.68781819233092E+017,1,0.6529,0,@VirginAmerica are you ready!? Let's say it together.. 'Noooo turbulence today!' 😘,ready Let say turbulence today
5.68735060104511E+017,1,1,2,@VirginAmerica can u help this 👸 @FreyaBevan_Fund needs urgent treatment in🇺🇸2y old battling cancer could u help with flights 💗#freyasfund,u help need urgent treatment old battle cancer could u help flight freyasfund
5.68689188377403E+017,1,1,0,@virginamerica may start service to Hawaii from #SanFrancisco this year http://t.co/yPo7nYpRZl #biztravel,may start service Hawaii SanFrancisco year biztravel
5.68646087361356E+017,1,0.6667,0,@VirginAmerica add DTW and I'm sold!,add DTW I sell
5.68632394929959E+017,1,0.6354,0,@VirginAmerica momma I made it! 😁😁😁,momma I make
5.68630879246901E+017,1,1,0,@VirginAmerica please contact me about portfolio left on flight VX 27 from JFK to SFO tonite seat 7AM. Need it returned. Call 914-329-0185.,please contact portfolio leave flight VX JFK SFO tonite seat Need return Call
5.68629385105793E+017,1,0.6742,0,@VirginAmerica help. I was On  Flight  27 from JKF tonight. seat 7C left portfolio. Need it back!!,help I On Flight JKF tonight seat leave portfolio Need back
5.68626625857729E+017,1,0.6745,1,@VirginAmerica @shrinerack Seattle bound. Wifey got me the duffle for vday. She's a keeper!!! Holla!!! http://t.co/JlOIbLnair,Seattle bind Wifey get duffle vday She keeper Holla
5.68607562251108E+017,1,0.6461,0,@VirginAmerica Debbie Baldwin gave a #rockstar performance of the safety demo this evening on VX919 #LAS2SFO #BestCrew #SheRocks,Debbie Baldwin give rockstar performance safety demo even BestCrew SheRocks
5.68579880046227E+017,1,0.6703,1,"@VirginAmerica Many Thanks for the Follow.
#ourprincess #freyasfund #USA #Bandie 
Looking for Any Help😍
💗🇬🇧💗🇺🇸💗
🎀🌏🎀 http://t.co/UJfS9Zi6kd",Many Thanks Follow ourprincess freyasfund USA Bandie Looking Any
5.68577243200377E+017,1,0.6559,0,"@VirginAmerica Nice, Lofty View @flyLAXairport. #SilverStatus http://t.co/F4Tp0dAwbd",Nice Lofty View SilverStatus
5.68572344056181E+017,1,0.6673,0,@VirginAmerica is my new go to airline,new go airline
5.68571772251083E+017,1,1,1,"@VirginAmerica @VirginAtlantic @GMA @AmericanAir 
Can You Help #ourprincess in need of some help in #USA 
🎀🇬🇧🎀🇺🇸🎀 http://t.co/778AzTDaer",Can You Help ourprincess need help USA
5.68541317816562E+017,1,1,0,@VirginAmerica Flight Booking Problems flight to uphold my status match.  Do taxes on ticket count as earned status points?  #statusmatch #virginamerica,Flight Booking Problems flight uphold status match Do tax ticket count earn status point statusmatch virginamerica
5.6851744784778E+017,1,0.6925,0,@VirginAmerica to jump into the #Dallas #Austin market http://t.co/SzR0pioA21,jump Dallas Austin market
5.68495808053703E+017,1,1,0,@virginamerica.. Can you help? Left my blazer in. Kooples jacket bag at 3rd row second seat from right gate 36 T3 lax.. Flight to sfo,Can help Left blazer Kooples jacket bag row second seat right gate Flight sfo
5.6849268215219E+017,1,1,0,@VirginAmerica partners with @Visa Checkout as mobile payment method to help boost mobile conversion rates #etailwest #payments #visa,partner Checkout mobile payment method help boost mobile conversion rat etailwest payments visa
5.68483591623209E+017,1,1,0,@VirginAmerica i would like help with some flights please.,would like help flight please
5.68483491819754E+017,1,0.6624,0,Bruh “@VirginAmerica: @giannilee Turn down for what. #VXSafetyDance”,Bruh Turn VXSafetyDance
5.68476562376532E+017,1,0.6696,0,@virginamerica Digging the swanky pink mood lighting during the flight from NYC to SFO.  Just needs a cabaret singer.  Think about it!,Digging swanky pink mood light flight NYC SFO Just need cabaret singer Think
5.68472719102235E+017,1,1,0,"@VirginAmerica Done, but I need the receipt ASAP. Could you please help? #150219-000114",Done I need receipt ASAP Could please help
5.68452676452807E+017,1,0.6837,0,"@VirginAmerica Adds Pillows Instead of Lie-Flat Seats in First Class Arms Race 
http://t.co/SfjDuahx9Z by @skift",Adds Pillows Instead Seats First Class Arms Race
5.68440278853526E+017,1,0.6774,0,"@VirginAmerica I just did, how can I DM? Do u have to also add me?",I I DM Do u also add
5.68432117539066E+017,1,1,0,"@VirginAmerica Anytime, sugafly.",Anytime sugafly
5.68428224813916E+017,1,1,0,@VirginAmerica I need a receipt for a flight change. Can you send one?,I need receipt flight change Can send one
5.68391084210037E+017,1,1,0,"@VirginAmerica CEO says #Southwest &amp; #jetblue have strayed from low cost model.
http://t.co/96Sctomh29",CEO say Southwest amp jetblue stray low cost model
5.68382154071089E+017,1,0.6811,0,@VirginAmerica a brilliant brisk am in Boston in cue for vx363 http://t.co/rMZNIVGmg6,brilliant brisk Boston cue
5.68364437599437E+017,1,1,0,@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/FVUdmh27pF @TheNationalUAE,Atlantic plough lone furrow MiddleEast
5.68349321634013E+017,1,1,0,@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/DCoBoKN7EE @TheNationalUAE,Atlantic plough lone furrow MiddleEast
5.68307768551027E+017,1,0.7026,0,@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/vw4P4T4tLh @TheNationalUAE,Atlantic plough lone furrow MiddleEast
5.68265552583479E+017,1,1,0,@VirginAmerica when are you flying to hawaii,fly hawaii
5.68209028188234E+017,1,1,0,.@VirginAmerica If only you guys were starting those flights at the end of the month! Guess I’m still road tripping on Feb 27…,If guy start flight end month Guess I still road trip Feb
5.68203174198284E+017,1,1,3,"@VirginAmerica announced New Route to Austin w/fares from $39/way. 
http://t.co/gA8pbamu0C",announce New Route Austin
5.68199730989175E+017,1,0.3483,0,@VirginAmerica Really? Sprint? I thought you guys were 'kewl'! 0_0,Really Sprint I think guy
5.68193116437484E+017,1,0.639,0,@VirginAmerica you should have 39 dollar LAX-Las fares!!!,dollar fare
5.68150150289461E+017,1,0.6769,0,@VirginAmerica You should still develop an app - then you will be my favorite airline.,You still develop app favorite airline
5.68144330268869E+017,1,1,0,@VirginAmerica no A's channel this year?,A channel year
5.6814252611002E+017,1,1,0,@VirginAmerica Only thing I see on passbook is Virgin Mobile Mexico. How do I integrate?,Only thing I see passbook Virgin Mobile Mexico How I integrate
5.68122723915862E+017,1,0.6646,0,@VirginAmerica is helping me step up my @Tinder game! #TinderTips #tinderchamp http://t.co/jBmVVha63A,help step game TinderTips tinderchamp
5.68114097142653E+017,1,0.663,2,"@VirginAmerica announces new nonstop connecting @AUStinAirport &amp; @DallasLoveField, $39 intro: http://t.co/qXnOaQtYN8 http://t.co/JK7qmdfqgf",announce new nonstop connect amp intro
5.68104519633994E+017,1,0.6895,1,@VirginAmerica adds Austin-Dallas Love Field route. http://t.co/XWJoL55FLH http://t.co/Y8AOrMfkaC,add Love Field route
5.68101393111892E+017,1,0.6559,0,"@VirginAmerica - can you tweet me the Cancelled Flight/chng fee for a flight? or can I rebook under one of your affiliates? If so, who are afiliates?",tweet Cancelled fee flight I rebook one affiliate If afiliates
5.68100090390426E+017,1,1,0,"@VirginAmerica Now, when will we see VirginAmerica come to Philadelphia (PHL).",Now see VirginAmerica come Philadelphia PHL
5.68088472772157E+017,1,1,0,@VirginAmerica to start 5xweekly #A319 flights from to #Dallas @DallasLoveField #Austin on 28APR #avgeek,start flight Dallas Austin avgeek
5.68086068328682E+017,1,0.6632,0,@VirginAmerica Nice to see you expanding in Texas but don't forget about us here in #SanDiego. I would love to see more flights out of here!,Nice see expand Texas forget us SanDiego I would love see flight
5.68068513224655E+017,1,1,0,"@VirginAmerica to battle @SouthwestAir on @DallasLoveField-@AUStinAirport route 
http://t.co/6RLz0EBk2X via @usatoday",battle route via
5.68061922265805E+017,1,1,0,@VirginAmerica I miss the #nerdbird in San Jose,I miss nerdbird San Jose
5.68054702635483E+017,1,0.6477,0,@VirginAmerica can we make every VX plane with #nerdbird? Why should Austin be the only one getting nerd love?,make every VX plane nerdbird Why Austin one get nerd love
5.68053134439788E+017,1,0.6202,0,@VirginAmerica please add more frequency to PDX Portland,please add frequency PDX Portland
5.68011935347839E+017,1,1,4,@VirginAmerica @AmericanAir can u help with flights to get a 2y old battling cancer who needs treatment in 🇺🇸 @FreyaBevan_Fund 💗 🎀 💗,u help flight get old battle cancer need treatment
5.67899492885746E+017,1,1,0,@VirginAmerica does Virgin America fly direct from Seattle to NYC or Boston?,Virgin America fly direct Seattle NYC Boston
5.67855171335627E+017,1,0.6941,0,@VirginAmerica save some for 871 tomorrow AM!,save tomorrow AM
5.67849200295125E+017,1,0.6705,0,@VirginAmerica @JezzieGoldz club Virgin is bumping in New York http://t.co/HaQc7GDg7c,club Virgin bump New York
5.67845726220358E+017,1,0.6601,0,@VirginAmerica is that #thestarter??😁,thestarter
5.67845203014378E+017,1,0.6198,0,@VirginAmerica ...Please come to Minneapolis St. Paul!,Please come Minneapolis Paul
5.67829051559186E+017,1,0.3542,0,@VirginAmerica YES FYI  MY BFF,YES FYI MY BFF
5.67811428779868E+017,1,0.6446,0,@VirginAmerica do you have an application for iOS? Was looking and only saw Virgin Mexico :( &lt,application iOS Was look saw Virgin Mexico lt
5.67807640660619E+017,1,0.6457,0,@VirginAmerica Good point!,Good point
5.67807288192291E+017,1,0.6731,0,.@VirginAmerica I heard he has a virgin mobile hotspot ,I hear virgin mobile hotspot
5.67807278964023E+017,1,1,0,@VirginAmerica you got cheese pLate Flights too.,get cheese pLate Flights
5.67806905617281E+017,1,1,0,@VirginAmerica On all your flights?,On flight
5.67796863467839E+017,1,0.6831,0,@VirginAmerica how come ABC is the only one of the network channels you don't have?,come ABC one network channel
5.67786199415136E+017,1,1,0,"@VirginAmerica Dear Virgin customer, while you're stranded in SF for 3 days &amp; $1000cost- we'll do the very least we can to accommodate you!",Dear Virgin customer strand SF days amp least accommodate
5.67785481161953E+017,1,1,0,@VirginAmerica should use this in their next airline commercial lol :: http://t.co/pXEXIlSjBs,use next airline commercial lol
5.67767269120688E+017,1,1,0,@virginamerica Any way to change from Main Cabin to Main Cabin Select (on same flight) without paying a change fee penalty?,Any way change Main Cabin Main Cabin Select flight without pay change fee penalty
5.6775540294393E+017,1,0.6667,0,@VirginAmerica Can you give me Silver Status for 12 months?,Can give Silver Status months
5.67742937325261E+017,1,1,0,@VirginAmerica Are there any sign up bonuses to enroll in Elevate?,Are sign bonuses enroll Elevate
5.67742148603171E+017,1,1,0,@VirginAmerica morning. If I have a question regarding elevate points &amp,morning If I question regard elevate point amp
5.67735941846938E+017,1,0.6694,0,@VirginAmerica still waiting to see  @Starryeyes_Dev_  😞,still wait see
5.6772822746531E+017,1,0.6376,0,@VirginAmerica was wondering if you guys recieved my dm and we're able to potentially respond asap,wonder guy recieved dm able potentially respond asap
5.67726092518031E+017,1,1,0,“@VirginAmerica: Book out of town with fares from $59/way (+restr). http://t.co/xRdTOV7nl8 http://t.co/4Y78byAckc” @JenniferDawnPro,Book town fare
5.70305603056349E+017,1,0.645,0,@united even on international flight Glasgow to the U.S.? Then what about orlando to Newark? All 90 mins?,even international flight Glasgow Then orlando Newark All mins
5.70302375510057E+017,1,0.6761,0,"@united I understand, but it's tough when there is no way to get to the airport w/o serious risk of an accident. It's a steep price.",I understand tough way get airport serious risk accident It steep price
5.70301670892147E+017,1,1,0,@united flying gla-mco in a few weeks. How long do we have to be at airport for before departure for both international and domestic? Ta,fly weeks How long airport departure international domestic Ta
5.70299388670702E+017,1,0.67,0,@united why not? Is it a law or a policy?,Is law policy
5.70298027103162E+017,1,0.6768,0,"@united no I don't, but I'm sure United have my info on its system.",I I sure United info system
5.70297970891076E+017,1,1,0,@united Just submitted my response on the link you sent.,Just submit response link send
5.70296556852789E+017,1,1,0,"@united yes, David Allan send an email with this number (KMM24999563V99860L0KM) and case#8719519",yes David Allan send email number case
5.70294445020733E+017,1,1,0,"@united yes, a paper voucher that I got on January 26th 2015",yes paper voucher I get January
5.70293265221743E+017,1,1,0,"@united Do I need to use a Chase United Club pass for my 8yr old son, or can he come in with me on my pass?",Do I need use Chase United Club pass old son come pass
5.70291866530398E+017,1,1,0,@united and what am I suppose to do with that number?,I suppose number
5.70291492545298E+017,1,1,0,@united I lost a voucher that I was given in Miami aeroport on jan 26. I did not use it.,I lose voucher I give Miami aeroport jan I use
5.70290540274688E+017,1,0.6665,0,@united @CheerTymeDad Gee that's like almost caring about ppl more than $$.  Think I'm more int in having a trusted adult w/ daughter .,Gee like almost care ppl Think I int trust adult daughter
5.70285610176533E+017,1,0.6492,0,@united that's right- with an overnight Miami.,overnight Miami
5.70285578563891E+017,1,0.6776,0,@united Have clients with an 11 hr layover at IAH (during the day). Will they have to claim &amp,Have clients hr layover IAH day Will claim amp
5.70285537833169E+017,1,1,0,"@united I am trying to find out if the loaner seat is new or used, a used car seat is illegal according to safety regulations",I try find loaner seat new use use car seat illegal accord safety regulations
5.70285115655348E+017,1,0.6523,0,@united i DMed you the details,DMed detail
5.70284312697766E+017,1,0.663,0,"@united Kewl. Will also let them know the overhead bin over my row was ""Inop"". I love a good abbreve.",Kewl Will also let know overhead bin row Inop I love good abbreve
5.70282087065919E+017,1,0.6589,0,@united thanks again for your concern. I will contact customer care upon our return from Australia.,thank concern I contact customer care upon return Australia
5.70272406570443E+017,1,1,0,@united 6533 ORD to DCA,ORD DCA
