tweet_id,airline_sentiment,airline_sentiment_confidence,retweet_count,text,Feature Words (Lemma),Predicted Sentiment
5.70259420287869e+17,2,1.0,0,@VirginAmerica I love the hipster innovation. You are a feel good brand.,I love hipster innovation You feel good brand,2
5.7025882229758e+17,1,1.0,0,@VirginAmerica will you be making BOS&gt,make BOS gt,0
5.70256553502069e+17,0,1.0,0,@VirginAmerica you guys messed up my seating.. I reserved seating with my friends and you guys gave my seat away ... 😡 I want free internet,guy mess I reserve seat friends guy give seat away I want free internet,2
5.70249102404923e+17,0,1.0,0,@VirginAmerica status match program.  I applied and it's been three weeks.  Called and emailed with no response.,status match program I apply three weeks Called email response,0
5.70239632807371e+17,0,1.0,0,@VirginAmerica What happened 2 ur vegan food options?! At least say on ur site so i know I won't be able 2 eat anything for next 6 hrs #fail,What happen ur vegan food options At least say ur site know I wo able eat anything next hrs fail,0
5.70217831557677e+17,1,0.6854,0,@VirginAmerica do you miss me? Don't worry we'll be together very soon.,miss Do worry together soon,0
5.70207886493782e+17,0,1.0,0,@VirginAmerica amazing to me that we can't get any cold air from the vents. #VX358 #noair #worstflightever #roasted #SFOtoBOS,amaze ca get cold air vent noair worstflightever roast SFOtoBOS,2
5.70124596180955e+17,1,0.615,0,@VirginAmerica LAX to EWR - Middle seat on a red eye. Such a noob maneuver. #sendambien #andchexmix,LAX EWR Middle seat red eye Such noob maneuver sendambien andchexmix,0
5.70114021854212e+17,0,1.0,0,"@VirginAmerica hi! I just bked a cool birthday trip with you, but i can't add my elevate no. cause i entered my middle name during Flight Booking Problems 😢",hi I bked cool birthday trip ca add elevate cause enter middle name Flight Booking Problems,1
5.7009470137147e+17,1,1.0,0,@VirginAmerica Are the hours of operation for the Club at SFO that are posted online current?,Are hours operation Club SFO post online current,1
5.70088404156699e+17,0,1.0,0,"@VirginAmerica help, left expensive headphones on flight 89 IAD to LAX today. Seat 2A. No one answering L&amp;F number at LAX!",help leave expensive headphones flight IAD LAX today Seat No one answer L amp F number LAX,0
5.70084582780899e+17,0,1.0,0,"@VirginAmerica awaiting my return phone call, just would prefer to use your online self-service option :(",await return phone call would prefer use online option,0
5.70076792993612e+17,2,1.0,0,@VirginAmerica this is great news!  America could start flights to Hawaii by end of year http://t.co/r8p2Zy3fe4 via @Pacificbiznews,great news America could start flight Hawaii end year via,1
5.70051991277343e+17,1,0.6207,0,Nice RT @VirginAmerica: Vibe with the moodlight from takeoff to touchdown. #MoodlitMonday #ScienceBehindTheExperience http://t.co/Y7O0uNxTQP,Nice RT Vibe moodlight takeoff touchdown MoodlitMonday ScienceBehindTheExperience,2
5.70051381534396e+17,2,1.0,0,@VirginAmerica Moodlighting is the only way to fly! Best experience EVER! Cool and calming. 💜✈ #MoodlitMonday,Moodlighting way fly Best experience EVER Cool calm MoodlitMonday,2
5.70045393565692e+17,2,1.0,0,"@VirginAmerica @freddieawards Done and done! Best airline around, hands down!",Done do Best airline around hand,2
5.70038941497193e+17,1,0.6791,0,@VirginAmerica when can I book my flight to Hawaii??,I book flight Hawaii,0
5.70035876845085e+17,0,1.0,0,@VirginAmerica Your chat support is not working on your site: http://t.co/vhp2GtDWPk,Your chat support work site,0
5.70033593394668e+17,2,0.6639,0,"@VirginAmerica View of downtown Los Angeles, the Hollywood Sign, and beyond that rain in the mountains! http://t.co/Dw5nf0ibtr",View downtown Los Angeles Hollywood Sign beyond rain mountains,1
5.70025482344899e+17,0,0.6688,0,"@VirginAmerica Hey, first time flyer next week - excited! But I'm having a hard time getting my flights added to my Elevate account. Help?",Hey first time flyer next week excite But I hard time get flight add Elevate account Help,2
5.70016304284901e+17,1,1.0,0,@VirginAmerica plz help me win my bid upgrade for my flight 2/27 LAX---&gt,plz help win bid upgrade flight LAX gt,0
5.70015408788415e+17,1,0.6578,0,@VirginAmerica I have an unused ticket but moved to a new city where you don't fly. How can I fly with you before it expires? #travelhelp,I unused ticket move new city fly How I fly expire travelhelp,0
5.70013523650048e+17,1,1.0,0,@VirginAmerica are flights leaving Dallas for Seattle on time Feb 24?,flight leave Dallas Seattle time Feb,1
5.7001225754907e+17,2,1.0,0,@VirginAmerica I'm #elevategold for a good reason: you rock!!,I elevategold good reason rock,0
5.70011341483844e+17,1,0.6799,0,@VirginAmerica  DREAM http://t.co/oA2dRfAoQ2 http://t.co/lWWdAc2kHx,DREAM,0
5.70010571707257e+17,2,1.0,0,@VirginAmerica wow this just blew my mind,wow blow mind,2
5.70010539499393e+17,1,1.0,0,@VirginAmerica @ladygaga @carrieunderwood After last night #tribute #SoundOfMusic #Oscars2015 @ladygaga! I think @carrieunderwood agree,After last night tribute SoundOfMusic I think agree,0
5.70009713447825e+17,1,0.6436,0,@VirginAmerica @ladygaga @carrieunderwood All were entertaining,All entertain,0
5.70009035455345e+17,1,0.6764,0,"@VirginAmerica Is flight 769 on it's way? Was supposed to take off 30 minutes ago. Website still shows ""On Time"" not ""In Flight"". Thanks.",Is flight way Was suppose take minutes ago Website still show On Time In Flight Thanks,0
5.70006886012973e+17,2,0.657,0,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews all the way though @ladygaga was very impressive! NO to @Carrieunderwood,Julie Andrews way though impressive NO,0
5.70004391731847e+17,1,1.0,0,@VirginAmerica wish you flew out of Atlanta... Soon?,wish fly Atlanta Soon,2
5.70001194900427e+17,1,0.7118,0,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews. Hands down.,Julie Andrews Hands,0
5.70000071644873e+17,1,1.0,0,@VirginAmerica Will flights be leaving Dallas for LA on February 24th?,Will flight leave Dallas LA February,1
5.69996412286583e+17,0,0.6939,0,@VirginAmerica hi! i'm so excited about your $99 LGA-&gt,hi excite gt,1
5.69996245462159e+17,2,1.0,0,@VirginAmerica you know it. Need it on my spotify stat #guiltypleasures,know Need spotify stat guiltypleasures,1
5.69990222609412e+17,2,0.635,0,@VirginAmerica @ladygaga @carrieunderwood  I'm Lady Gaga!!! She is amazing! 😊,I Lady Gaga She amaze,2
5.69990163209851e+17,1,0.7007,0,@VirginAmerica @ladygaga @carrieunderwood - Carrie!,Carrie,0
5.69989504431317e+17,1,1.0,0,@VirginAmerica New marketing song? https://t.co/F2LFULCbQ7 let us know what you think?,New market song let us know think,1
5.69989321698075e+17,1,1.0,0,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews first but Lady Gaga wow'd me last night. Carrie? Meh.,Julie Andrews first Lady Gaga wow last night Carrie Meh,2
5.69989034501501e+17,0,1.0,0,@VirginAmerica I called a 3-4 weeks ago about adding 3 flights from 2014 to my Elevate...they still haven't shown up...help!,I call weeks ago add flight Elevate still show help,0
5.69987622484849e+17,1,0.6858,0,"@VirginAmerica @ladygaga @carrieunderwood all are great , but I have to go with #CarrieUnderwood 😍👌",great I go CarrieUnderwood,2
5.69986782567072e+17,1,1.0,0,"@VirginAmerica @LadyGaga @CarrieUnderwood Sorry, Mary Martin had it first!",Sorry Mary Martin first,2
5.69986348041548e+17,2,1.0,0,@VirginAmerica @ladygaga @carrieunderwood  love all three but you really can't beat the classics!,love three really ca beat classics,2
5.69982307634795e+17,1,0.6814,0,@VirginAmerica Flight 0736 DAL to DCA 2/24 2:10pm. Tried to check in could not. Status please.,Flight DAL DCA Tried check could Status please,1
5.69976620158579e+17,0,1.0,0,@VirginAmerica heyyyy guyyyys.. been trying to get through for an hour. can someone call me please? :/,heyyyy try get hour someone call please,0
5.69973821396152e+17,0,1.0,0,"@VirginAmerica Hi, Virgin! I'm on hold for 40-50 minutes -- are there any earlier flights from LA to NYC tonight; earlier than 11:50pm?",Hi Virgin I hold minutes earlier flight LA NYC tonight earlier,2
5.69972508499284e+17,2,0.6922,0,@VirginAmerica Congrats on winning the @Travelzoo award for Best Deals from an Airline (US) http://t.co/kj1iljaebV,Congrats win award Best Deals Airline US,2
5.69967019958731e+17,0,1.0,0,@VirginAmerica everything was fine until you lost my bag,everything fine lose bag,0
5.69961866224652e+17,1,1.0,0,@virginamerica Need to change reservation. Have Virgin credit card. Do I need to modify on phone to waive change fee? Or can I do online?,Need change reservation Have Virgin credit card Do I need modify phone waive change fee Or I online,0
5.69949891163615e+17,1,0.6492,0,@VirginAmerica I emailed your customer service team. Let me know if you need the tracking number.,I email customer service team Let know need track number,0
5.69948966873371e+17,1,1.0,0,"@VirginAmerica hi I just booked a flight but need to add baggage, how can I do this?",hi I book flight need add baggage I,1
5.69946362126602e+17,0,1.0,0,@VirginAmerica your airline is awesome but your lax loft needs to step up its game. $40 for dirty tables and floors? http://t.co/hy0VrfhjHt,airline awesome lax loft need step game dirty table floor,0
5.69942903683813e+17,2,1.0,0,"@VirginAmerica not worried, it's been a great ride in a new plane with great crew. All airlines should be like this.",worry great ride new plane great crew All airlines like,2
5.69941957490774e+17,2,1.0,0,@VirginAmerica awesome. I flew yall Sat morning. Any way we can correct my bill ?,awesome I fly yall Sat morning Any way correct bill,1
5.69940834994401e+17,1,1.0,0,"@VirginAmerica Or watch some of the best student films in the country at 35,000 feet! #CMFat35000feet http://t.co/KEK5pDMGiF",Or watch best student film country feet,2
5.69940323746517e+17,1,1.0,0,@VirginAmerica first time flying you all. do you have a different rate/policy for media Bags? Thanks,first time fly different media Bags Thanks,2
5.69935232033366e+17,0,1.0,0,@VirginAmerica what is going on with customer service? Is there anyway to speak to a human asap? Thank you.,go customer service Is anyway speak human asap Thank,2
5.69934395865494e+17,1,1.0,0,@VirginAmerica what happened to Doom?!,happen Doom,0
5.69933816963342e+17,0,1.0,0,@VirginAmerica why can't you supp the biz traveler like @SouthwestAir  and have customer service like @JetBlue #neverflyvirginforbusiness,ca supp biz traveler like customer service like neverflyvirginforbusiness,0
5.69933777931145e+17,2,1.0,0,@VirginAmerica I've applied more then once to be a member of the #inflight crew team...Im 100% interested. #flightattendant #dreampath -G,I apply member inflight crew team Im interest flightattendant dreampath,2
5.6993340550631e+17,0,0.6792,0,@VirginAmerica you're the best!! Whenever I (begrudgingly) use any other airline I'm delayed and Late Flight :(,best Whenever I begrudgingly use airline I delay Late Flight,0
5.69933360564343e+17,0,1.0,0,@VirginAmerica I have no interesting flying with you after this. I will Cancelled Flight my next four flights I planned.#neverflyvirginforbusiness,I interest fly I Cancelled Flight next four flight I neverflyvirginforbusiness,0
5.69929243146088e+17,0,1.0,0,@VirginAmerica it was a disappointing experience which will be shared with every business traveler I meet. #neverflyvirgin,disappoint experience share every business traveler I meet neverflyvirgin,0
5.69926998824395e+17,0,1.0,0,@VirginAmerica I’m having trouble adding this flight my wife booked to my Elevate account. Help? http://t.co/pX8hQOKS3R,I trouble add flight wife book Elevate account Help,1
5.6992339499042e+17,1,0.6705,0,@VirginAmerica Can't bring up my reservation online using Flight Booking Problems code,Ca bring reservation online use Flight Booking Problems code,1
5.69922008588222e+17,1,1.0,0,@VirginAmerica Random Q: what's the distribution of elevate avatars? I bet that kitty has a disproportionate share http://t.co/APtZpuROp4,Random Q distribution elevate avatars I bet kitty disproportionate share,1
5.69920824905306e+17,1,0.6545,0,@VirginAmerica I &lt,I lt,2
5.69919041244148e+17,0,1.0,0,@VirginAmerica Why is the site down?  When will it be back up?,Why site When back,0
5.69915941192016e+17,1,1.0,0,"@VirginAmerica ""You down with RNP?"" ""Yeah you know me!""",You RNP Yeah know,0
5.69913339427435e+17,1,0.6639,0,"@VirginAmerica hi, i did not get points on my elevate account for my most recent flight, how do i add the flight and points to my account?",hi get point elevate account recent flight add flight point account,1
5.69911816937034e+17,0,1.0,0,@VirginAmerica I like the TV and interesting video . Just disappointed in Cancelled Flightled flight when other flights went out to jfk on Saturday .,I like TV interest video Just disappoint Cancelled Flightled flight flight go jfk Saturday,0
5.69911674158731e+17,0,1.0,0,"@VirginAmerica just landed in LAX, an hour after I should of been here. Your no Late Flight bag check is not business travel friendly #nomorevirgin",land LAX hour I Your Late Flight bag check business travel friendly nomorevirgin,0
5.69911218942517e+17,1,0.6765,0,@VirginAmerica why is flight 345 redirected?,flight redirect,0
5.69910981868061e+17,0,1.0,0,"@VirginAmerica Is it me, or is your website down?  BTW, your new website isn't a great user experience.  Time for another redesign.",Is website BTW new website great user experience Time another redesign,2
5.69909224521642e+17,0,1.0,0,@VirginAmerica I can't check in or add a bag. Your website isn't working. I've tried both desktop and mobile http://t.co/AvyqdMpi1Y,I ca check add bag Your website work I try desktop mobile,0
5.6990733648502e+17,0,1.0,0,@VirginAmerica - Let 2 scanned in passengers leave the plane than told someone to remove their bag from 1st class bin? #uncomfortable,Let scan passengers leave plane tell someone remove bag class bin uncomfortable,0
5.6989680561109e+17,0,1.0,0,@virginamerica What is your phone number. I can't find who to call about a flight reservation.,What phone number I ca find call flight reservation,0
5.69894449620369e+17,0,1.0,0,@VirginAmerica is anyone doing anything there today?  Website is useless and no one is answering the phone.,anyone anything today Website useless one answer phone,0
5.6989440700194e+17,1,1.0,0,@VirginAmerica trying to add my boy Prince to my ressie. SF this Thursday @VirginAmerica from LAX http://t.co/GsB2J3c4gM,try add boy Prince ressie SF Thursday LAX,1
5.69892199690678e+17,0,1.0,0,@VirginAmerica why must a traveler miss a flight to Late Flight check a bag?  I missed my morning appointments and you lost my business. #sfo2lax,must traveler miss flight Late Flight check bag I miss morning appointments lose business,0
5.69891469210755e+17,1,1.0,0,@VirginAmerica check out new music http://t.co/maRcnOCWzn,check new music,2
5.69891436100874e+17,0,0.6925,0,@virginamerica how's a direct flight FLL-&gt,direct flight gt,1
5.69887310713479e+17,0,1.0,0,@VirginAmerica your no Late Flight bag check just lost you my business. I missed flight and AM apt. Three other people on flight had same exp.,Late Flight bag check lose business I miss flight AM apt Three people flight exp,0
5.69887049446076e+17,2,1.0,0,"@VirginAmerica - amazing customer  service, again! 💕💕 RaeAnn in SF - she's the best! #customerservice #virginamerica #flying",amaze customer service RaeAnn SF best customerservice virginamerica fly,2
5.69884551712887e+17,0,1.0,0,@VirginAmerica called your service line and was hung up on. This is awesome. #sarcasm,call service line hang This awesome sarcasm,0
5.69884407852438e+17,0,1.0,0,@VirginAmerica your site is tripping. I'm trying to check in and I'm getting the plain text version. I am reluctant to enter any card info.,site trip I try check I get plain text version I reluctant enter card info,0
5.69881548515709e+17,1,0.6593,0,@VirginAmerica I was scheduled for SFO 2 DAL flight 714 today. Changed to 24th due weather. Looks like flight still on?,I schedule SFO DAL flight today Changed due weather Looks like flight still,0
5.69873669700358e+17,2,0.6823,0,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/tZZJhuIbCH #CheapFlights #FareCompare",getaway deal May Lots cool cities CheapFlights FareCompare,2
5.69873668131717e+17,1,1.0,0,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/RPdBpX3wNd #CheapFlights #FareCompare",getaway deal May Lots cool cities CheapFlights FareCompare,2
5.69873665640292e+17,2,0.6806,0,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/B2Xi4YG5T8 #CheapFlights #FareCompare",getaway deal May Lots cool cities CheapFlights FareCompare,2
5.69873664612704e+17,1,0.6529,0,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/QDlJHslOI5 #CheapFlights #FareCompare",getaway deal May Lots cool cities CheapFlights FareCompare,2
5.69872058613674e+17,2,0.6779999999999999,0,@VirginAmerica Have a great week 🌞✈,Have great week,2
5.69861209781989e+17,2,0.3482,0,@VirginAmerica come back to #PHL already. We need you to take us out of this horrible cold. #pleasecomeback http://t.co/gLXFwP6nQH,come back PHL already We need take us horrible cold pleasecomeback,0
5.69847920192655e+17,0,1.0,0,"@VirginAmerica should I be concerned that I am about to fly on a plane that needs to be delayed due to a ""tech stop""?",I concern I fly plane need delay due tech stop,0
5.69814339785339e+17,2,1.0,0,"@VirginAmerica is the best airline I have flown on.Easy to change your reservation,helpful representatives &amp; a comfortable flying experience",best airline I fly change reservation helpful representatives amp comfortable fly experience,0
5.69777607371129e+17,2,1.0,0,@VirginAmerica and again! Another rep kicked butt! Naelah represents your team so beautifully!! Thank you!!!,Another rep kick butt Naelah represent team beautifully Thank,2
5.6977407823342e+17,2,1.0,0,@VirginAmerica your beautiful front-end design is down right now,beautiful design right,0
5.69770363623576e+17,2,1.0,0,"@VirginAmerica Love the team running Gate E9 at LAS tonight. Waited for a delayed flight, and they kept things entertaining",Love team run Gate LAS tonight Waited delay flight keep things entertain,0
5.69748316776325e+17,0,0.6832,0,@VirginAmerica Use another browser! 2015 &amp,Use another browser amp,0
5.69741221783958e+17,0,1.0,0,"@VirginAmerica And now the flight Flight Booking Problems site is totally down. Folks, what is the problem?",And flight Flight Booking Problems site totally Folks problem,0
5.69737603617944e+17,0,1.0,0,@VirginAmerica I like the customer service but a 40 min delay just for connecting passengers seems too long. VA370,I like customer service min delay connect passengers seem long,0
5.69714127792255e+17,2,1.0,0,@VirginAmerica thanks to your outstanding NYC-JFK crew who moved mountains to get me home to San Francisco tonight!,thank outstanding crew move mountains get home San Francisco tonight,0
5.69675144353829e+17,2,1.0,0,@VirginAmerica you have the absolute best team and customer service ever.  Every time I fly with you I'm delighted.  Thank you!,absolute best team customer service ever Every time I fly I delight Thank,2
5.69674358135915e+17,1,1.0,0,"@VirginAmerica Do you provide complimentary upgrades to first class, if there are available seats?",Do provide complimentary upgrade first class available seat,0
5.69666477265019e+17,0,0.6703,0,@VirginAmerica i need to change my flight thats scheduled in 9 hours and 120 min wait time on phone. Im calling intern. Help!!,need change flight thats schedule hours min wait time phone Im call intern Help,0
5.69652497947734e+17,2,1.0,0,@VirginAmerica completely awesome experience last month BOS-LAS nonstop. Thanks for such an awesome flight and depart time. #VAbeatsJblue,completely awesome experience last month nonstop Thanks awesome flight depart time VAbeatsJblue,2
5.69649116487291e+17,1,1.0,0,@VirginAmerica How can I watch the #Oscars2015 on my JFK-&gt,How I watch gt,2
5.69643262459269e+17,1,0.6535,0,@VirginAmerica is flight 882 Cancelled Flightled and what do I do if it is?,flight Cancelled Flightled I,0
5.69642845516276e+17,0,1.0,0,@VirginAmerica you are failing your customers because your check in process does not link to TSA pre-check.,fail customers check process link TSA,0
5.69634318349246e+17,0,1.0,0,@VirginAmerica @FiDiFamilies us too! Terrible airline! Just gave us a hotel hotline number and said sorry,us Terrible airline Just give us hotel hotline number say sorry,0
5.6963363097831e+17,1,1.0,0,@VirginAmerica has flight number 276 from SFO to Cabo San Lucas arrived yet?,flight number SFO Cabo San Lucas arrive yet,0
5.69633279546036e+17,0,1.0,0,@VirginAmerica @ChrysiChrysic your assistance yesterday when u Cancelled Flightled our flight was to give us a hotel hotline  Shame on you!,assistance yesterday u Cancelled Flightled flight give us hotel hotline Shame,0
5.6963009227341e+17,0,1.0,0,@VirginAmerica Another delayed flight? #likingyoulessandless,Another delay flight likingyoulessandless,0
5.69627480425767e+17,0,1.0,0,@VirginAmerica I need to register a service dog for a first class ticket from SFO &gt,I need register service dog first class ticket SFO gt,0
5.69625739231949e+17,2,1.0,1,@virginamerica you ROCK for making it so I can watch #Oscars on my flight!! #redcarpet #oscars #oscars2015,ROCK make I watch Oscars flight redcarpet oscars,2
5.69625609799774e+17,1,1.0,0,"@VirginAmerica, @reallytallchris dropped a track on you... https://t.co/zv2pt6TRK9",drop track,0
5.6962010238935e+17,2,0.7011,0,@VirginAmerica always!!! Xoxo,always Xoxo,0
5.69619569372824e+17,0,1.0,0,@VirginAmerica why can't we book seats on your flights when we buy them or even during check in? Creates so much anxiety! #frustrated,ca book seat flight buy even check Creates much anxiety frustrate,0
5.69618527948116e+17,0,0.6543,0,@VirginAmerica You'd think paying an extra $100 bucks RT for luggage might afford you hiring an extra hand at @sfo #lame,You think pay extra buck RT luggage might afford hire extra hand lame,0
5.6961649038044e+17,2,1.0,0,@VirginAmerica best customer service rep in the world! #irmafromDallas takes the cake!!!,best customer service rep world irmafromDallas take cake,0
5.69615109363929e+17,1,0.355,0,@VirginAmerica Can you find us a flt out of LAX that is sooner than midnight on Monday? That would be great customer service 😃,Can find us flt LAX sooner midnight Monday That would great customer service,2
5.696143657559e+17,0,0.6889,0,@VirginAmerica please provide status for flight 769.  I cant imagine it's on time as the Web indicates  dude to weather here and/or Dallas,please provide status flight I cant imagine time Web indicate dude weather Dallas,0
5.69614024578601e+17,2,1.0,0,@VirginAmerica you have amazing staff &amp,amaze staff amp,0
5.69609971383587e+17,0,1.0,0,"@VirginAmerica I paid the premium to fly you across the country, you Cancelled Flight my flight and offer no check fee or upgrade love? Sad face :(",I pay premium fly across country Cancelled Flight flight offer check fee upgrade love Sad face,0
5.69608328998887e+17,0,0.679,0,@VirginAmerica question: is it not possible to book a seat for an infant under 2? It's not giving me the option but we want a seat for him.,question possible book seat infant It give option want seat,0
5.69599867716133e+17,2,1.0,2,Always have it together!!! You're welcome! RT @VirginAmerica: @jessicajaymes You're so welcome.,Always together You welcome RT You welcome,2
5.69596445680116e+17,2,1.0,0,@virginamerica #flight home to #dc #sunset #globe in' #backtowinter back to #work! #refreshed http://t.co/VX9vBCTdLf,flight home dc sunset globe backtowinter back work refresh,2
5.69596097540133e+17,0,1.0,0,.@VirginAmerica I don't understand why you need a DM to give me an answer on if you have a damaged luggage policy.,I understand need DM give answer damage luggage policy,0
5.69594386066985e+17,0,1.0,0,.@VirginAmerica does that mean you don't have a policy for destroyed luggage?,mean policy destroy luggage,0
5.69586660909974e+17,1,1.0,0,@VirginAmerica is there special assistance if I travel alone w/2 kids and 1 infant? Priority boarding?,special assistance I travel alone kid infant Priority board,1
5.69580805036454e+17,2,1.0,0,@VirginAmerica thank you for checking in. tickets are purchased and customer is happy ,thank check ticket purchase customer happy,2
5.69575679722787e+17,1,1.0,0,@VirginAmerica is your website ever coming back online?,website ever come back online,0
5.69575003248677e+17,1,0.6732,0,"@VirginAmerica  - Is Flight 713 from Love Field to SFO definitely Cancelled Flightled for Monday, February 23?",Is Flight Love Field SFO definitely Cancelled Flightled Monday February,1
5.69574973662233e+17,1,1.0,0,@VirginAmerica Is flight 0769 out of LGA to DFW on time?,Is flight LGA DFW time,1
5.69574961158816e+17,1,1.0,0,@VirginAmerica my drivers license is expired by a little over a month. Can I fly Friday morning using my expired license?,drivers license expire little month Can I fly Friday morning use expire license,1
5.6957294238165e+17,0,1.0,0,@VirginAmerica having problems Flight Booking Problems on the web site. keeps giving me an error and to contact by phone.  phone is 30 minute wait.,problems Flight Booking Problems web site keep give error contact phone phone minute wait,0
5.69572740723712e+17,0,0.6593,0,@VirginAmerica How do I reschedule my Cancelled Flightled flights online? The change button is greyed out!,How I reschedule Cancelled Flightled flight online The change button grey,0
5.69566981835219e+17,0,1.0,0,"@VirginAmerica I rang, but there is a wait for 35 minutes!! I can book the same ticket through a vendor, fix your site",I ring wait minutes I book ticket vendor fix site,0
5.69564853460808e+17,0,1.0,0,"@VirginAmerica got a flight (we were told) for 4:50 today..,checked my email and its for 4;50 TOMORROW. This is unacceptable.",get flight tell check email TOMORROW This unacceptable,0
5.69564610837086e+17,0,1.0,0,"@VirginAmerica our flight into lga was Cancelled Flighted. We're stuck in Dallas. I called to reschedule, told I could get a flight for today...(1/2)",flight lga Cancelled Flighted We stick Dallas I call reschedule tell I could get flight today,0
5.6956220240502e+17,0,1.0,0,@virginamerica why don't any of the pairings include red wine?! Only white is offered :( #redwineisbetter,pair include red wine Only white offer redwineisbetter,0
5.6954112734004e+17,0,0.6517,0,@VirginAmerica is the website down?,website,0
5.69540405676655e+17,0,0.68,0,@VirginAmerica - Your site seems a little wonked right now. May want to have a look. Tried on two browsers. No CSS? http://t.co/8qsQMM7KF2,Your site seem little wonked right May want look Tried two browsers No CSS,0
5.69494748341408e+17,0,1.0,0,@VirginAmerica I'm disappointed that the agent at the designated silver status check in line @Dulles_Airport closed to assist all pasengers,I disappoint agent designate silver status check line close assist pasengers,0
5.69482263345308e+17,1,1.0,0,@VirginAmerica Plans to Include Austin to its Dallas Route - TopNews Arab #Emirates http://t.co/aqZWecOkk2,Plans Include Austin Dallas Route TopNews Arab Emirates,1
5.69477692166316e+17,0,1.0,0,@VirginAmerica Is it normal to receive no reply from Central Baggage #baggageissues #smh,Is normal receive reply Central Baggage baggageissues smh,0
5.69461469042967e+17,0,1.0,0,@VirginAmerica at Logan airport and waiting to checkin for my 9am flight. Checkin desk not open !!!!! Why?!,Logan airport wait checkin flight Checkin desk open Why,0
5.6945961888102e+17,1,1.0,0,@VirginAmerica to jump into the Dallas-Austin market - @Dallas_News http://t.co/EwwGi97gdx,jump market,1
