tweet_id,airline_sentiment,airline_sentiment_confidence,retweet_count,text,Feature Words (Lemma)
5.6962010238935E+017,2,0.7011,0,@VirginAmerica always!!! Xoxo,always Xoxo
5.6961649038044E+017,2,1,0,@VirginAmerica best customer service rep in the world! #irmafromDallas takes the cake!!!,best customer service rep world irmafromDallas take cake
5.69614024578601E+017,2,1,0,@VirginAmerica you have amazing staff &amp,amaze staff amp
5.69599867716133E+017,2,1,2,Always have it together!!! You're welcome! RT @VirginAmerica: @jessicajaymes You're so welcome.,Always together You welcome RT You welcome
5.69596445680116E+017,2,1,0,@virginamerica #flight home to #dc #sunset #globe in' #backtowinter back to #work! #refreshed http://t.co/VX9vBCTdLf,flight home dc sunset globe backtowinter back work refresh
5.69580805036454E+017,2,1,0,@VirginAmerica thank you for checking in. tickets are purchased and customer is happy ,thank check ticket purchase customer happy
5.69354267854705E+017,2,1,0,@VirginAmerica Thank you for the follow,Thank follow
5.69318130356503E+017,2,0.3579,0,😎 RT @VirginAmerica: You’ve met your match. Got status on another airline? Upgrade (+restr): http://t.co/RHKaMx9VF5. http://t.co/PYalebgkJt,RT You meet match Got status another airline Upgrade
5.69316358845911E+017,2,1,0,@VirginAmerica Only way to fly! #Elevate #Gold,Only way fly Elevate Gold
5.69304436612444E+017,2,0.6783,0,@VirginAmerica you will match my #AmericanAirlines status? Cool!,match AmericanAirlines status Cool
5.69298165855339E+017,2,1,0,@VirginAmerica thanks!,thank
5.69262527281914E+017,2,1,0,@VirginAmerica I love your guy's song! We're dancing to it for our high school dance revue,I love guy song We dance high school dance revue
5.69261347688608E+017,2,1,0,"@VirginAmerica done! Thank you for the quick response, apparently faster than sitting on hold ;)",do Thank quick response apparently faster sit hold
5.69260526976545E+017,2,1,0,@VirginAmerica cool picture of another VirginAmerica plane off our wing. What a site! http://t.co/5B2agFd8c4,cool picture another VirginAmerica plane wing What site
5.69253311813186E+017,2,1,0,@VirginAmerica Keep up the great work :),Keep great work
5.69253236093268E+017,2,1,0,@VirginAmerica my goodness your people @love field are amazing under pressure ❤️from Texas #beatstheothers in crisis Please fly me to NY,goodness people field amaze pressure Texas beatstheothers crisis Please fly NY
5.69250469178175E+017,2,0.6775,0,@VirginAmerica Thanks for a great flight from LA to Boston! Pilots did a great job landing in the snow. Can we go back to LA now? #seriously,Thanks great flight LA Boston Pilots great job land snow Can go back LA seriously
5.69248400836727E+017,2,1,0,"@VirginAmerica Thanks so much for the awesome support, you guys rock!",Thanks much awesome support guy rock
5.69240250192671E+017,2,0.6667,0,@VirginAmerica twitter team. you guys killed it for rescheduling me asap. thank you!,twitter team guy kill reschedule asap thank
5.69222494952886E+017,2,0.6522,0,@VirginAmerica when are you putting some great deals from PDX to LAS or from LAS to PDX show me your love! http://t.co/enIQg0buzj,put great deal PDX LAS LAS PDX show love
5.69221440794272E+017,2,1,0,@VirginAmerica wish I can afford to fly with you next Friday  going back home.. love everything  about your airline,wish I afford fly next Friday go back love everything airline
5.69212570478911E+017,2,0.7081,0,@VirginAmerica Like http://t.co/VPqEm31XUQ,Like
5.6920956671547E+017,2,1,0,@VirginAmerica You have the best flight attendant ever!!! http://t.co/PxdEL1nq3l,You best flight attendant ever
5.69208480793567E+017,2,0.6899,0,"Awesome! RT @VirginAmerica: Watch nominated films at 35,000 feet. #MeetTheFleet #Oscars http://t.co/DnStITRzWy",Awesome RT Watch nominate film feet MeetTheFleet Oscars
5.69205125278859E+017,2,1,0,@VirginAmerica thanks so much!,thank much
5.6920269118591E+017,2,0.6575,0,"@VirginAmerica, the only airline based in Silicon Valley! #disruption #FCmostinnovative #incubator  @FastCompany's http://t.co/wU3LbCNcr9",airline base Silicon Valley disruption FCmostinnovative incubator
5.69201943131738E+017,2,1,0,@VirginAmerica Very nicely done. 👏,Very nicely do
5.69200619430421E+017,2,0.6701,0,@VirginAmerica I’m looking forward to watching the Oscars on my flight home tomorrow. I might even get something bubbly to drink! ,I look forward watch Oscars flight home tomorrow I might even get something bubbly drink
5.69198104806699E+017,2,1,0,@VirginAmerica hahaha 😂@VirginAmerica YOU GUYS ARE AMAZING. I LOVE YOU GUYS!!!💗,hahaha YOU GUYS ARE AMAZING I LOVE YOU GUYS
5.69197967959155E+017,2,1,0,@VirginAmerica sounds like fun !,sound like fun
5.69180623165915E+017,2,0.6771,0,"@VirginAmerica classiq, luv Virgin America. Greetingz",classiq luv Virgin America Greetingz
5.6917677705608E+017,2,1,0,@VirginAmerica Thanks for your great customer service today &amp,Thanks great customer service today amp
5.69165709516759E+017,2,1,0,@VirginAmerica thanks guys! Sweet route over the Rockies #airplanemodewason,thank guy Sweet route Rockies airplanemodewason
5.69110766235877E+017,2,1,0,@VirginAmerica love the 90s music blasting at gate in #Boston while waiting for flight to #SanFrancisco. Only if I could get an iced coffee!,love music blast gate Boston wait flight SanFrancisco Only I could get ice coffee
5.69020707113476E+017,2,1,0,"@VirginAmerica thank you for the easy itinerary shift for impending weather. Quick, painless &amp; free.",thank easy itinerary shift impend weather Quick painless amp free
5.69011849976349E+017,2,1,0,@VirginAmerica Thanks! Good times there and back! #Vodkatonics the entire flight🍸#sfo,Thanks Good time back Vodkatonics entire sfo
5.68972394297078E+017,2,1,0,"@VirginAmerica, you're doing a great job adding little luxuries/aesthetics that improve the air travel experience. Thank you. Keep it up!",great job add little improve air travel experience Thank Keep
5.68929979981034E+017,2,1,1,@VirginAmerica thanks for gate checking my baggage on your full flight dfw-lax 883 and giving me early boarding too #sweet,thank gate check baggage full flight give early board sweet
5.68923762764095E+017,2,0.6855,0,@VirginAmerica I see what you did there ,I see
5.68911350656676E+017,2,1,0,@VirginAmerica your inflight team makes the experience #amazing!,inflight team make experience amaze
5.68910590921609E+017,2,1,0,@VirginAmerica cutest salt and pepper shaker ever. Just when I think you guys can't get any better you just do! http://t.co/vC6Keulg2J,cutest salt pepper shaker ever Just I think guy ca get better
5.68897315458691E+017,2,1,0,@VirginAmerica fav airline,fav airline
5.6889007416481E+017,2,0.6776,0,@VirginAmerica we have a hot female pilot! Sweet! DCA to SFO! :-),hot female pilot Sweet DCA SFO
5.68874645564363E+017,2,1,0,@VirginAmerica Thank you!!,Thank
5.68840560347374E+017,2,1,0,@VirginAmerica would love to do more for virgin just like I do for @GoPro,would love virgin like I
5.68815689684816E+017,2,1,0,@VirginAmerica loved it. Can't wait for Monday's return flight... Mostly just to watch the inflight safety video again. #sorrynotsorry,love Ca wait Monday return flight Mostly watch inflight safety video sorrynotsorry
5.68805696780825E+017,2,1,0,@VirginAmerica Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!,Hi Just want see new rout plan year Newark Love fly guy hope
5.68803996774879E+017,2,0.6884,0,"@VirginAmerica I mean. Probably inappropriate while on board.. But, it's on!",I mean Probably inappropriate But
5.68802396907835E+017,2,0.6658,0,@VirginAmerica happy to spend the day together. Let's do this!,happy spend day together Let
5.68795139512127E+017,2,1,0,.@VirginAmerica They were very understanding and helped me out.  Thx! #Comps,They understand help Thx Comps
5.68791035297468E+017,2,1,0,@VirginAmerica thank you! I absolutely will 😎,thank I absolutely
5.68643040073507E+017,2,0.6809,0,@VirginAmerica How about some free drinks on the flight back for the free promo?,How free drink flight back free promo
5.68633361595412E+017,2,1,0,@VirginAmerica @SSal thanks!,thank
5.68605449659896E+017,2,0.6482,0,@VirginAmerica Thanks!,Thanks
5.68604690767872E+017,2,1,0,@VirginAmerica thanks for taking care of @SuuperG on her flight!! #rockstars #travel,thank take care flight rockstars travel
5.68602941940044E+017,2,1,0,@VirginAmerica Thanks for the lovely soft views! #travel #SAN to #SFO http://t.co/CnctL7G1ef,Thanks lovely soft view travel SAN SFO
5.68553610981741E+017,2,1,0,"@VirginAmerica I adore you, and am so looking forward to my flight to Austin in two weeks.",I adore look forward flight Austin two weeks
5.6854352550509E+017,2,0.6875,0,@VirginAmerica I was so glad it was mentioned. I took my first virgin flight a few years back and it was a transformative experience.,I glad mention I take first virgin flight years back transformative experience
5.68525368572817E+017,2,1,0,"@VirginAmerica first time flying Virgin, went to #SanFrancisco .Thanks for the smooth ride. Easily my new fav airline!",first time fly Virgin go SanFrancisco smooth ride Easily new fav airline
5.68491256508232E+017,2,1,0,"@VirginAmerica just promoting the product is all, had a problem with southwest and recommend noneother than the best! http://t.co/tFaNXBh1Cf",promote product problem southwest recommend noneother best
5.68490223417602E+017,2,1,0,"@VirginAmerica love you guys, but pls get some direct routes LAS to AUS!",love guy pls get direct rout LAS AUS
5.68481985221538E+017,2,1,0,@VirginAmerica of course! I work for @VirginAtlantic and I'm obsessed with the entire Virgin family!!,course I work I obsess entire Virgin family
5.68478510538494E+017,2,0.6548,0,@VirginAmerica ok! first time flying with you tonight :),ok first time fly tonight
5.68460512553353E+017,2,0.6888,0,@VirginAmerica got it squared away. Someone picked up as soon as I tweeted. Should have tweeted sooner. 😉,get square away Someone pick soon I tweet Should tweet sooner
5.68452186977362E+017,2,0.6667,0,“@VirginAmerica: @KarinSLee Of course. Have fun celebrating!” Thanks! Happy Chinese New Year!,Of course Have fun celebrate Thanks Happy Chinese New Year
5.68451468560187E+017,2,0.6395,0,@VirginAmerica  Flight Booking Problems last second flight for next week from SFO- to SAN any chance you want to gift me a promo code since I love you guys,Flight Booking Problems last second flight next week SAN chance want gift promo code since I love guy
5.68437415603507E+017,2,0.6618,0,"@VirginAmerica For my Grandma Ella's 80th, she would &lt;3 a bday greeting from your flight crew! She was a stewardess for Eastern Airlines.",For Grandma Ella would lt bday greet flight crew She stewardess Eastern Airlines
5.68434482270708E+017,2,1,0,@VirginAmerica Just bought tix for ATX - Dallas route - thanks for adding that! Love yr airline &amp,Just buy tix ATX Dallas route thank add Love yr airline amp
5.68429677779366E+017,2,1,0,@VirginAmerica gave a credit for my Late Flight flight yesterday. Great service !!!! That's a Wow moment! Unexpected gesture!,give credit Late Flight flight yesterday Great service That Wow moment Unexpected gesture
5.684060487779E+017,2,1,0,@VirginAmerica had me at their safety video . . . http://t.co/CqMm7nuE9m  LOVED my first cross country flight. #livewelltraveled #sytycd,safety video LOVED first cross country flight livewelltraveled sytycd
5.68392783922373E+017,2,0.6871,0,@VirginAmerica that doesn't look to fat to me! It looks yummy!,look fat It look yummy
5.68303606710956E+017,2,0.6724,0,@VirginAmerica omg omg😍😍 nonstop Dallas to Austin on virgin✨😱✈️,omg nonstop Dallas Austin
5.68279994876572E+017,2,1,0,@VirginAmerica Your planes are really pretty. Just thought u should know that. :),Your plan really pretty Just think u know
5.68245360998658E+017,2,1,0,@VirginAmerica thank you,thank
5.68239036533498E+017,2,1,0,@VirginAmerica good to be home #texas #moodlighting http://t.co/N3BVZTY3zI,good home texas moodlighting
5.68204964742496E+017,2,1,0,"@VirginAmerica thanks for that. Been needing a way to make those Austin trips from DCA, and now you've come through!",thank Been need way make Austin trip DCA come
5.68195292803129E+017,2,1,0,@VirginAmerica this is too cool!  Never been on ur planes but now I will!!,cool Never ur plan I
5.68189531033174E+017,2,1,0,@VirginAmerica great. Well deserved.,great Well deserve
5.68146157534368E+017,2,1,0,@VirginAmerica got it. All set - Thanks!,get All set Thanks
5.68140092453179E+017,2,1,0,@VirginAmerica Giants and Virgin America. A match made in heaven.,Giants Virgin America A match make heaven
5.68140010458894E+017,2,1,0,"@VirginAmerica thank goodness!! Also, see you friday, nwk&gt;sf.. BOOM!",thank goodness Also see friday nwk gt BOOM
5.68120102660342E+017,2,1,0,@VirginAmerica I luv ur people and product! 1 thing is y do u charge for herbal tea but not black tea? I'm not a caffeine drinker,I luv ur people product thing u charge herbal tea black tea I caffeine drinker
5.68119079371997E+017,2,1,0,@VirginAmerica thank you! See y'all soon! I'm excited to see the expansion of destinations. Spread those wings!,thank See soon I excite see expansion destinations Spread wing
5.68100257931747E+017,2,1,0,@VirginAmerica has the most INCREDIBLE customer service I've ever experienced! So refreshing!,INCREDIBLE customer service I ever experience So refresh
5.68095440517755E+017,2,0.6655,0,"@VirginAmerica , am I dreaming? Did you really just open up a route between Dallas and Austin?! And does this mean Houston might be next?",I dream Did really open route Dallas Austin And mean Houston might next
5.68093957080551E+017,2,0.6522,0,@VirginAmerica OMG FINALLY,OMG FINALLY
5.68068214325785E+017,2,1,0,@VirginAmerica #thankyou the DAL-AUS route makes my day!!!!,thankyou route make day
5.68064123621093E+017,2,1,0,@virginamerica awesome deals DAL-AUS for only $39 each way! https://t.co/xCVQXYkg49,awesome deal way
5.68059129601724E+017,2,1,0,"@VirginAmerica love it, taking @SouthwestAir on in their backyard! Consumers win when biz competes.",love take backyard Consumers win biz compete
5.68058610296566E+017,2,1,0,@VirginAmerica ​ is flying from Love to Austin now. That is most excellent news.,fly Love Austin That excellent news
5.6805077774438E+017,2,1,0,@VirginAmerica Congrats VX on the new route! ✈️🎉,Congrats VX new route
5.6790879691742E+017,2,0.6431,0,@VirginAmerica I am all about the in flight artisanal cheese and wine pairing.,I flight artisanal cheese wine pair
5.67893201719157E+017,2,0.6559,0,@VirginAmerica That's classy.,That classy
5.67873698679624E+017,2,0.6681,0,@VirginAmerica I'm sure a lot of your 747 and 777 JFK-LHR flights go a lot faster than 513mph with a strong tailwind.,I sure lot flight go lot faster strong tailwind
5.6785831783125E+017,2,0.7162,0,@VirginAmerica now it's just t-minus 32 minutes until my Elevate a Silver upgrade window opens . #FreeNeverSucks 😃👍,minutes Elevate Silver upgrade window open FreeNeverSucks
5.67846970141717E+017,2,0.6733,0,@VirginAmerica @JezzieGoldz would have been a rough trip but LUCKILY we were on a #virginamerica flight. #weather,would rough trip LUCKILY virginamerica flight weather
5.67828603976598E+017,2,0.6858,0,"@VirginAmerica another perfect flight.   How come on your planes,  the sun visors can stay down?  Other carriers make you raise them?",another perfect flight How come plan sun visors stay Other carriers make raise
5.67823564167193E+017,2,1,1,"Nice RT @VirginAmerica: The man of steel might be faster, but we have WiFi – just saying. #ScienceBehindTheExperience http://t.co/FGRbpAZSiX",Nice RT The man steel might faster WiFi say ScienceBehindTheExperience
5.67814795895788E+017,2,1,0,@VirginAmerica I love the dancing little richard. cool beans.,I love dance little richard cool bean
5.67813046811525E+017,2,0.6803,0,@VirginAmerica I don’t use Passbook =/ I still love you though &lt,I use Passbook I still love though lt
5.67812402764374E+017,2,1,0,@VirginAmerica thanks for the free birthday points! y'all are ALL RIGHT with me!,thank free birthday point ALL RIGHT
5.67807967706489E+017,2,1,0,@VirginAmerica thanks so much for sharing. Just added it to my site http://t.co/TsviBTvT8h,thank much share Just add site
5.67806884191945E+017,2,1,0,@VirginAmerica Dad on Segway is the best part of this whole infographic!,Dad Segway best part whole infographic
5.67806872410161E+017,2,1,0,@VirginAmerica Are there any plans for a short haul airline in Europe? Would defiantly fly with you guys :),Are plan short haul airline Europe Would defiantly fly guy
5.67806467974365E+017,2,1,0,@VirginAmerica wifi AND better seating.,wifi AND better seat
5.67787873778278E+017,2,0.678,0,".@VirginAmerica not only was it great, but you return my calls the day after. Couldn't ask for more. #myVXexperience",great return call day Could ask myVXexperience
5.67769981128282E+017,2,0.3516,0,"@VirginAmerica so loyal that I'm driving to #NYC from #PA, to fly Virgin,  since you cut #Philly flights ;)",loyal I drive NYC PA fly Virgin since cut Philly flight
5.67762071258153E+017,2,1,0,@VirginAmerica you guys are perfect as always! &lt,guy perfect always lt
5.67759012806029E+017,2,1,0,@VirginAmerica thanks! Y'all have some of the best customer service left in the industry.,thank best customer service leave industry
5.67753757702648E+017,2,1,0,@VirginAmerica really wish you'd fly out of #Fargo @fargoairport those fares are amazings,really wish fly Fargo fare amaze
5.67742578561651E+017,2,1,0,@VirginAmerica just got on the 1pm in Newark home to LA. Your folks at EWR are incredible #letsgohome,get Newark home LA Your folks EWR incredible letsgohome
5.67727292739092E+017,2,1,4,@VirginAmerica Flying LAX to SFO and after looking at the awesome movie lineup I actually wish I was on a long haul.,Flying LAX SFO look awesome movie lineup I actually wish I long haul
5.70307876897628E+017,2,1,0,@united thanks,thank
5.70307847281615E+017,2,1,0,@united Thanks for taking care of that MR!! Happy customer.,Thanks take care MR Happy customer
5.70306733010264E+017,2,0.3441,0,@united thanks -- we filled it out. How's our luck with this? Is it common?,thank fill How luck Is common
5.70299889688703E+017,2,0.6634,0,@united thanks,thank
5.70299819610251E+017,2,1,0,@united Thanks. It is on the same ticket.,Thanks It ticket
5.70298411582394E+017,2,0.6351,0,@united follow me please this airline is beautifull ♥,follow please airline beautifull
5.70294743684518E+017,2,1,0,@united just wanted to let you know how wonderful Rosetta the gate agent was working flight 6457 Dan to Ase. Let her know she wasappreciated,want let know wonderful Rosetta gate agent work flight Dan Ase Let know wasappreciated
5.70283712409051E+017,2,0.6793,0,"@united - thanks for your help...got me what I need, but its an issue with @_austrian . I guess I sit awhile longer.",thank help get I need issue I guess I sit awhile longer
5.70279720937529E+017,2,1,0,"@united ""Airport snow removal method #22...""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/9v8tMUsJvU",Airport snow removal method Keep good work folks Cessna become
5.70276787063816E+017,2,1,0,@united Thank you for that. Am I able to claim any interim expenses or is the cost of the stuff up on me?,Thank Am I able claim interim expense cost stuff
5.70271064141353E+017,2,0.6421,0,@united I flew United last month and the experience was AWESOME!,I fly United last month experience AWESOME
5.70264153559949E+017,2,0.663,0,"@united 441, which also had 1 working WC in coach. Good thing this bird landed ahead of schedule. I have to use the WC stat.",also work WC coach Good thing bird land ahead schedule I use WC stat
5.70259311315837E+017,2,1,0,@united for the record- Rozana at Newark was lovely and helpful. #choosekind,Rozana Newark lovely helpful choosekind
5.70258760200954E+017,2,0.6891,0,@united thx for update,thx update
5.70252965392593E+017,2,1,0,@united despite my bag not making it to Newark good informative email tracking updates help!,despite bag make Newark good informative email track update help
5.70251472203588E+017,2,0.635,0,"@united Wow. What a deal. Again, 30+ plus seats available. Easy change to make a customer happy.",Wow What deal Again plus seat available Easy change make customer happy
5.70214660638511E+017,2,0.6632,0,@united private jet would have been cool! Do does not work. I'll try again,private jet would cool Do work I try
5.70208036314223E+017,2,1,0,"@united thanks, just sent :)",thank send
5.70196530566701E+017,2,0.6667,0,"@united has unrivalled access to #California with flights to the U.S. from 7 UK airports, with nonstop or one-stop connections year-round",unrivalled access California flight UK airports nonstop connections
5.70187940221071E+017,2,0.6455,0,@united thnx for the info,thnx info
5.70183702224835E+017,2,1,0,@united kudos for not Cancelled Flightling flights from DFW this morning.   United usually first to panic...,kudos Cancelled Flightling flight DFW morning United usually first panic
5.70176998355702E+017,2,1,0,@united another awesome new plane flight 1584 and extremely nice Captain Steve Connolly.,another awesome new plane flight extremely nice Captain Steve Connolly
5.70175238815658E+017,2,0.7141,0,@united Every United flight between Saipan and Guam is an adventure! You never know when @CapeAir's old plane will be operational :),Every United flight Saipan Guam adventure You never know old plane operational
5.70160277934748E+017,2,1,0,@united Thank you for the cheese platter and abundance of entertainment options. Time just flew by.,Thank cheese platter abundance entertainment options Time fly
5.70142263290012E+017,2,1,0,@united thank you. Been trying for two days to set this up.,thank Been try two days set
5.70126668922294E+017,2,1,0,@united Definitely a compliment! I really thought my bag was lost after it was sent on to another airport. In the end I am a happy customer,Definitely compliment I really think bag lose send another airport In end I happy customer
5.70122958695477E+017,2,1,0,@united thanx so much. You followed through and emailed me a $1000 ticket voucher. #unitedairlines they do care,thanx much You follow email ticket voucher unitedairlines care
5.70121588487664E+017,2,1,0,"@united this will definitely be a trip to remember EWR-STI second of the season, first on seat 35A because it pays to be loyal!",definitely trip remember second season first seat pay loyal
5.70109851709219E+017,2,1,0,@united you are one great airline ❤️,one great airline
5.70105020999344E+017,2,1,0,“@united: @MelanieSpring We'll see what we can do. ^KN” We are running! Most of this plane is running. Thanks for the help!,We see We run Most plane run Thanks help
5.70095499287507E+017,2,1,0,@united we just flew with United from AUS (Austin Bergstrom) to Cancun Intl. Best flight ever! The 737's are not too big... Not too small!,fly United AUS Austin Bergstrom Cancun Intl Best flight ever The big Not small
5.70086399627686E+017,2,1,0,"@united flight ua3576, gate b1. And tell ray I somehow made it on to the 736 flight out of IAH and didn't have to wait for the 917 one. :)",flight gate And tell ray I somehow make flight IAH wait one
5.70085589011149E+017,2,1,0,@united But thanks for asking,But thank ask
5.7008306333132E+017,2,1,0,@united you too!,
5.70082960700871E+017,2,1,0,@united is my favorite airline.,favorite airline
5.70078718028223E+017,2,0.688,0,@united man I can't wait to book my ticket now! Thanks JP you're a life sabe,man I ca wait book ticket Thanks JP life sabe
5.70073757508727E+017,2,0.6634,1,@united you guys continue to impress me in Houston. http://t.co/cIh1qNllcM,guy continue impress Houston
5.70058986025673E+017,2,0.6702,0,@united Made the upgrade list. Will fly 1st tomorrow (for 40 min) for the first time ever! 🙌 #StatusMatchPaidOff http://t.co/ATfRKp6goY,Made upgrade list Will fly tomorrow min first time ever StatusMatchPaidOff
5.70058190647271E+017,2,0.3388,0,"@united not just refunded, but for those of us who are on vacation to get a free room night to make up for making us sleep in DIA",refund us vacation get free room night make make us sleep DIA
5.70057930332103E+017,2,1,0,@united Thanks for the reminder. It's been a fun ride. http://t.co/pPVA4Rch9f,Thanks reminder It fun ride
5.70054647689322E+017,2,1,0,@united Terrific. Many thanks. Looking forward to being back on UA tomorrow. Had a great flight up to Vancouver.,Terrific Many thank Looking forward back UA tomorrow Had great flight Vancouver
5.70053912214024E+017,2,1,0,@united I appreciate your efforts getting me home!,I appreciate efforts get home
5.70050891929281E+017,2,1,0,"@united despite shaky connections, looks like I'll get home tonight. Great job, @united - was touch and go for a while..",despite shaky connections look like I get home tonight Great job touch go
5.70044681670697E+017,2,1,0,@united thank you.,thank
