text,tweet_id,name
"@VirginAmerica @ladygaga @carrieunderwood all are great , but I have to go with #CarrieUnderwood 😍👌",5.69987622484849E+017,adawson66
"@VirginAmerica @LadyGaga @CarrieUnderwood Sorry, Mary Martin had it first!",5.69986782567072E+017,SocialPLC
@VirginAmerica @ladygaga @carrieunderwood  love all three but you really can't beat the classics!,5.69986348041548E+017,jeffreymace01
@VirginAmerica Flight 0736 DAL to DCA 2/24 2:10pm. Tried to check in could not. Status please.,5.69982307634795E+017,1stcrown
@VirginAmerica heyyyy guyyyys.. been trying to get through for an hour. can someone call me please? :/,5.69976620158579E+017,onerockgypsy
"@VirginAmerica Hi, Virgin! I'm on hold for 40-50 minutes -- are there any earlier flights from LA to NYC tonight; earlier than 11:50pm?",5.69973821396152E+017,noelduan
@VirginAmerica Congrats on winning the @Travelzoo award for Best Deals from an Airline (US) http://t.co/kj1iljaebV,5.69972508499284E+017,Travelzoo
@VirginAmerica everything was fine until you lost my bag,5.69967019958731E+017,gianagon
@virginamerica Need to change reservation. Have Virgin credit card. Do I need to modify on phone to waive change fee? Or can I do online?,5.69961866224652E+017,bxchen
@VirginAmerica I emailed your customer service team. Let me know if you need the tracking number.,5.69949891163615E+017,seimatrun
"@VirginAmerica hi I just booked a flight but need to add baggage, how can I do this?",5.69948966873371E+017,jamied7
@VirginAmerica your airline is awesome but your lax loft needs to step up its game. $40 for dirty tables and floors? http://t.co/hy0VrfhjHt,5.69946362126602E+017,seimatrun
"@VirginAmerica not worried, it's been a great ride in a new plane with great crew. All airlines should be like this.",5.69942903683813E+017,mrmichaellay
@VirginAmerica awesome. I flew yall Sat morning. Any way we can correct my bill ?,5.69941957490774E+017,TaylorLumsden
"@VirginAmerica Or watch some of the best student films in the country at 35,000 feet! #CMFat35000feet http://t.co/KEK5pDMGiF",5.69940834994401E+017,campusmoviefest
@VirginAmerica first time flying you all. do you have a different rate/policy for media Bags? Thanks,5.69940323746517E+017,TaylorLumsden
@VirginAmerica what is going on with customer service? Is there anyway to speak to a human asap? Thank you.,5.69935232033366E+017,meme_meng
@VirginAmerica what happened to Doom?!,5.69934395865494E+017,kyle_romanoff
@VirginAmerica why can't you supp the biz traveler like @SouthwestAir  and have customer service like @JetBlue #neverflyvirginforbusiness,5.69933816963342E+017,GunsNDip
@VirginAmerica I've applied more then once to be a member of the #inflight crew team...Im 100% interested. #flightattendant #dreampath -G,5.69933777931145E+017,artisticwritr87
@VirginAmerica you're the best!! Whenever I (begrudgingly) use any other airline I'm delayed and Late Flight :(,5.6993340550631E+017,arieldaie
@VirginAmerica I have no interesting flying with you after this. I will Cancelled Flight my next four flights I planned.#neverflyvirginforbusiness,5.69933360564343E+017,GunsNDip
@VirginAmerica it was a disappointing experience which will be shared with every business traveler I meet. #neverflyvirgin,5.69929243146088E+017,GunsNDip
@VirginAmerica I’m having trouble adding this flight my wife booked to my Elevate account. Help? http://t.co/pX8hQOKS3R,5.69926998824395E+017,jsatk
@VirginAmerica Can't bring up my reservation online using Flight Booking Problems code,5.6992339499042E+017,serenaklal
@VirginAmerica Random Q: what's the distribution of elevate avatars? I bet that kitty has a disproportionate share http://t.co/APtZpuROp4,5.69922008588222E+017,openambit1
@VirginAmerica I &lt,5.69920824905306E+017,cabowine
@VirginAmerica Why is the site down?  When will it be back up?,5.69919041244148E+017,MaryAnnTaylorT
"@VirginAmerica ""You down with RNP?"" ""Yeah you know me!""",5.69915941192016E+017,RamotControl
"@VirginAmerica hi, i did not get points on my elevate account for my most recent flight, how do i add the flight and points to my account?",5.69913339427435E+017,losermelon
@VirginAmerica I like the TV and interesting video . Just disappointed in Cancelled Flightled flight when other flights went out to jfk on Saturday .,5.69911816937034E+017,AlisonK33774854
"@VirginAmerica just landed in LAX, an hour after I should of been here. Your no Late Flight bag check is not business travel friendly #nomorevirgin",5.69911674158731E+017,GunsNDip
@VirginAmerica why is flight 345 redirected?,5.69911218942517E+017,yazdanagh
"@VirginAmerica Is it me, or is your website down?  BTW, your new website isn't a great user experience.  Time for another redesign.",5.69910981868061E+017,MerchEngines
@VirginAmerica I can't check in or add a bag. Your website isn't working. I've tried both desktop and mobile http://t.co/AvyqdMpi1Y,5.69909224521642E+017,ColorCartel
@VirginAmerica - Let 2 scanned in passengers leave the plane than told someone to remove their bag from 1st class bin? #uncomfortable,5.6990733648502E+017,MustBeSpoken
@virginamerica What is your phone number. I can't find who to call about a flight reservation.,5.6989680561109E+017,mattbunk
@VirginAmerica is anyone doing anything there today?  Website is useless and no one is answering the phone.,5.69894449620369E+017,louisjenny
@VirginAmerica trying to add my boy Prince to my ressie. SF this Thursday @VirginAmerica from LAX http://t.co/GsB2J3c4gM,5.6989440700194E+017,STravelsW
@VirginAmerica why must a traveler miss a flight to Late Flight check a bag?  I missed my morning appointments and you lost my business. #sfo2lax,5.69892199690678E+017,GunsNDip
@VirginAmerica check out new music http://t.co/maRcnOCWzn,5.69891469210755E+017,joeyrenagade
@virginamerica how's a direct flight FLL-&gt,5.69891436100874E+017,mrmichaellay
@VirginAmerica your no Late Flight bag check just lost you my business. I missed flight and AM apt. Three other people on flight had same exp.,5.69887310713479E+017,GunsNDip
"@VirginAmerica - amazing customer  service, again! 💕💕 RaeAnn in SF - she's the best! #customerservice #virginamerica #flying",5.69887049446076E+017,TheDuchessSF
@VirginAmerica called your service line and was hung up on. This is awesome. #sarcasm,5.69884551712887E+017,BeLeather
@VirginAmerica your site is tripping. I'm trying to check in and I'm getting the plain text version. I am reluctant to enter any card info.,5.69884407852438E+017,BeLeather
@VirginAmerica I was scheduled for SFO 2 DAL flight 714 today. Changed to 24th due weather. Looks like flight still on?,5.69881548515709E+017,drcaseydrake
"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/tZZJhuIbCH #CheapFlights #FareCompare",5.69873669700358E+017,flyfromWAS
"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/RPdBpX3wNd #CheapFlights #FareCompare",5.69873668131717E+017,flyfromSEA
"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/B2Xi4YG5T8 #CheapFlights #FareCompare",5.69873665640292E+017,flyfromNYC
"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/QDlJHslOI5 #CheapFlights #FareCompare",5.69873664612704E+017,flyfromLAX
@VirginAmerica Have a great week 🌞✈,5.69872058613674E+017,Silvanabfer
@VirginAmerica come back to #PHL already. We need you to take us out of this horrible cold. #pleasecomeback http://t.co/gLXFwP6nQH,5.69861209781989E+017,AdamJdubs
"@VirginAmerica should I be concerned that I am about to fly on a plane that needs to be delayed due to a ""tech stop""?",5.69847920192655E+017,nicholas_v
"@VirginAmerica is the best airline I have flown on.Easy to change your reservation,helpful representatives &amp; a comfortable flying experience",5.69814339785339E+017,tstashajones
@VirginAmerica and again! Another rep kicked butt! Naelah represents your team so beautifully!! Thank you!!!,5.69777607371129E+017,SkateMamas
@VirginAmerica your beautiful front-end design is down right now,5.6977407823342E+017,dngoo
"@VirginAmerica Love the team running Gate E9 at LAS tonight. Waited for a delayed flight, and they kept things entertaining",5.69770363623576E+017,SamBrittenham
@VirginAmerica Use another browser! 2015 &amp,5.69748316776325E+017,usagibrian
"@VirginAmerica And now the flight Flight Booking Problems site is totally down. Folks, what is the problem?",5.69741221783958E+017,usagibrian
@VirginAmerica I like the customer service but a 40 min delay just for connecting passengers seems too long. VA370,5.69737603617944E+017,KindofLuke
@VirginAmerica thanks to your outstanding NYC-JFK crew who moved mountains to get me home to San Francisco tonight!,5.69714127792255E+017,ptbrodie
@VirginAmerica you have the absolute best team and customer service ever.  Every time I fly with you I'm delighted.  Thank you!,5.69675144353829E+017,cheryleng
"@VirginAmerica Do you provide complimentary upgrades to first class, if there are available seats?",5.69674358135915E+017,HishamSharaby
@VirginAmerica i need to change my flight thats scheduled in 9 hours and 120 min wait time on phone. Im calling intern. Help!!,5.69666477265019E+017,ChrisFordisHere
@VirginAmerica completely awesome experience last month BOS-LAS nonstop. Thanks for such an awesome flight and depart time. #VAbeatsJblue,5.69652497947734E+017,JKF1897
@VirginAmerica How can I watch the #Oscars2015 on my JFK-&gt,5.69649116487291E+017,F6x
@VirginAmerica is flight 882 Cancelled Flightled and what do I do if it is?,5.69643262459269E+017,lawyang588
@VirginAmerica you are failing your customers because your check in process does not link to TSA pre-check.,5.69642845516276E+017,melokudo
@VirginAmerica @FiDiFamilies us too! Terrible airline! Just gave us a hotel hotline number and said sorry,5.69634318349246E+017,ChrysiChrysic
@VirginAmerica has flight number 276 from SFO to Cabo San Lucas arrived yet?,5.6963363097831E+017,nikkisixxfan93
@VirginAmerica @ChrysiChrysic your assistance yesterday when u Cancelled Flightled our flight was to give us a hotel hotline  Shame on you!,5.69633279546036E+017,ChrysiChrysic
@VirginAmerica Another delayed flight? #likingyoulessandless,5.6963009227341E+017,MOCBlogger
@VirginAmerica I need to register a service dog for a first class ticket from SFO &gt,5.69627480425767E+017,tfaz
@virginamerica you ROCK for making it so I can watch #Oscars on my flight!! #redcarpet #oscars #oscars2015,5.69625739231949E+017,lisaptv
"@VirginAmerica, @reallytallchris dropped a track on you... https://t.co/zv2pt6TRK9",5.69625609799774E+017,dropapp
@VirginAmerica always!!! Xoxo,5.6962010238935E+017,HollywoodHotMom
@VirginAmerica why can't we book seats on your flights when we buy them or even during check in? Creates so much anxiety! #frustrated,5.69619569372824E+017,GoShar2012
@VirginAmerica You'd think paying an extra $100 bucks RT for luggage might afford you hiring an extra hand at @sfo #lame,5.69618527948116E+017,MOCBlogger
@VirginAmerica best customer service rep in the world! #irmafromDallas takes the cake!!!,5.6961649038044E+017,SkateMamas
@VirginAmerica Can you find us a flt out of LAX that is sooner than midnight on Monday? That would be great customer service 😃,5.69615109363929E+017,FiDiFamilies
@VirginAmerica please provide status for flight 769.  I cant imagine it's on time as the Web indicates  dude to weather here and/or Dallas,5.696143657559E+017,jarrydosborne
@VirginAmerica you have amazing staff &amp,5.69614024578601E+017,HollywoodHotMom
"@VirginAmerica I paid the premium to fly you across the country, you Cancelled Flight my flight and offer no check fee or upgrade love? Sad face :(",5.69609971383587E+017,mlorenzen
@VirginAmerica question: is it not possible to book a seat for an infant under 2? It's not giving me the option but we want a seat for him.,5.69608328998887E+017,Tyler_Starrine
Always have it together!!! You're welcome! RT @VirginAmerica: @jessicajaymes You're so welcome.,5.69599867716133E+017,jessicajaymes
@virginamerica #flight home to #dc #sunset #globe in' #backtowinter back to #work! #refreshed http://t.co/VX9vBCTdLf,5.69596445680116E+017,livingfitly
.@VirginAmerica I don't understand why you need a DM to give me an answer on if you have a damaged luggage policy.,5.69596097540133E+017,khartline
.@VirginAmerica does that mean you don't have a policy for destroyed luggage?,5.69594386066985E+017,khartline
@VirginAmerica is there special assistance if I travel alone w/2 kids and 1 infant? Priority boarding?,5.69586660909974E+017,MACRoxburgh
@VirginAmerica thank you for checking in. tickets are purchased and customer is happy ,5.69580805036454E+017,paulnakada
@VirginAmerica is your website ever coming back online?,5.69575679722787E+017,wildcatdad
"@VirginAmerica  - Is Flight 713 from Love Field to SFO definitely Cancelled Flightled for Monday, February 23?",5.69575003248677E+017,RheaThurman1
@VirginAmerica Is flight 0769 out of LGA to DFW on time?,5.69574973662233E+017,Osiris91780
@VirginAmerica my drivers license is expired by a little over a month. Can I fly Friday morning using my expired license?,5.69574961158816E+017,HeatherWhoo
@VirginAmerica having problems Flight Booking Problems on the web site. keeps giving me an error and to contact by phone.  phone is 30 minute wait.,5.6957294238165E+017,paulnakada
@VirginAmerica How do I reschedule my Cancelled Flightled flights online? The change button is greyed out!,5.69572740723712E+017,RampantSmashing
"@VirginAmerica I rang, but there is a wait for 35 minutes!! I can book the same ticket through a vendor, fix your site",5.69566981835219E+017,intlwriter
"@VirginAmerica got a flight (we were told) for 4:50 today..,checked my email and its for 4;50 TOMORROW. This is unacceptable.",5.69564853460808E+017,finslippy
"@VirginAmerica our flight into lga was Cancelled Flighted. We're stuck in Dallas. I called to reschedule, told I could get a flight for today...(1/2)",5.69564610837086E+017,finslippy
@virginamerica why don't any of the pairings include red wine?! Only white is offered :( #redwineisbetter,5.6956220240502E+017,Gr8Fratsby
@VirginAmerica is the website down?,5.6954112734004E+017,sbaaronson
@VirginAmerica - Your site seems a little wonked right now. May want to have a look. Tried on two browsers. No CSS? http://t.co/8qsQMM7KF2,5.69540405676655E+017,jonesbasf
@VirginAmerica I'm disappointed that the agent at the designated silver status check in line @Dulles_Airport closed to assist all pasengers,5.69494748341408E+017,Gr8Fratsby
@VirginAmerica Plans to Include Austin to its Dallas Route - TopNews Arab #Emirates http://t.co/aqZWecOkk2,5.69482263345308E+017,NewsSWA
@VirginAmerica Is it normal to receive no reply from Central Baggage #baggageissues #smh,5.69477692166316E+017,CSHangover
@VirginAmerica at Logan airport and waiting to checkin for my 9am flight. Checkin desk not open !!!!! Why?!,5.69461469042967E+017,girlphotophilly
@VirginAmerica to jump into the Dallas-Austin market - @Dallas_News http://t.co/EwwGi97gdx,5.6945961888102E+017,NewsSWA
"@VirginAmerica Beats EPS Views, Takes On #SouthwestAir VA LUV - Investor's Business Daily http://t.co/FLwmGDAHxu",5.69452063920226E+017,NewsSWA
@VirginAmerica Lister to my show my on Monday 1230 130,5.69447071910105E+017,Graemelodge5545
@VirginAmerica to begin Dallas-Austin #flights in April - 88.9 KETR http://t.co/SSUVWwkyHH,5.69429411646157E+017,NewsSWA
"@VirginAmerica congrats, you just got all my business from EWR to SFO/LAX. Fuck you @united fl1289 SFO/EWR was the clincher...",5.69369239183872E+017,Boards707
@VirginAmerica  I applied over 2 weeks ago. Haven't heard back and I'm flying this week #disappointed,5.69368160291463E+017,MikeWiener
@VirginAmerica I'd love to know what your policy is for damaged luggage.,5.693563877859E+017,khartline
@VirginAmerica Thank you for the follow,5.69354267854705E+017,simpasmore
@VirginAmerica - too many apologies! You r the worse airlines! Don't even respond to your cudtomers,5.69351220097217E+017,ChrysiChrysic
@VirginAmerica shame on VA for making people spend money in stranded cities when other airlines are landing at JFK! Who will reimburse me?,5.69348775631675E+017,ChrysiChrysic
@VirginAmerica @TTINAC11 I DM you,5.69324558999691E+017,TTINAC11
@VirginAmerica can you please have flights in  SJC ? I have no choice but to fly Southwest to Vegas 😩😭,5.69323106210153E+017,elaurawrr
@VirginAmerica too bad you say it takes 10 to 14 days via YOUR confirmation email. When I inquired after 3 weeks you claim 6 to 8 weeks!,5.69323082701275E+017,joyabsalon
@VirginAmerica Flight from BOS &gt,5.69318651502989E+017,meladorri
😎 RT @VirginAmerica: You’ve met your match. Got status on another airline? Upgrade (+restr): http://t.co/RHKaMx9VF5. http://t.co/PYalebgkJt,5.69318130356503E+017,miaerolinea
@VirginAmerica Only way to fly! #Elevate #Gold,5.69316358845911E+017,archiegips
@VirginAmerica If only you guys had flights from CMH.,5.6931149830187E+017,obiwantoby
"@VirginAmerica a lot of ""apologies"" being thrown out to customers from what I can see.Very sad. Thanks for nothing. Worst airline ever.",5.69311060903268E+017,MarwaYousofzoy
@VirginAmerica  for all my flight stuff wrong and did nothing about it. Had #worst #flight ever,5.69310635986547E+017,TTINAC11
@VirginAmerica Having an issue finding a missing item on a plane. Can you help me find which airport my plane headed to next?,5.69305113589715E+017,TheNotoriousLEX
@VirginAmerica you will match my #AmericanAirlines status? Cool!,5.69304436612444E+017,advertisingdiva
“@VirginAmerica:You've met your match.Got status on another airline? Upgrade : http://t.co/H952rDKTqy” @asarco_ES_ar ? 🙉,5.69304208534598E+017,Floxie10
@VirginAmerica trying to book a flight with you guys and your website won't let me... about to lose my business,5.69304030847091E+017,alexrkonrad
@VirginAmerica you suck!,5.69303931916038E+017,MarwaYousofzoy
@VirginAmerica thanks!,5.69298165855339E+017,lexiesalas
@VirginAmerica Just DM'd. Same issue persisting.,5.69290361870426E+017,MaximWheatley
@VirginAmerica Because we never rec'd Cancelled Flightlation notice we were left w no options to fly out of PS. Driving to LA for a red eye Mon w kids,5.69282249717195E+017,FiDiFamilies
@VirginAmerica trying to book a flight &amp,5.69277854950818E+017,lexiesalas
@VirginAmerica You have any flights flying into Boston tomorrow? I need to be home and you Cancelled Flightled my flight and didn't do anything,5.69277352129139E+017,Artenis15
@VirginAmerica you stink. Flight Cancelled Flighted from PSP to JFK and no notification or ability to rebook #disappointed.  #expected better,5.6926383744827E+017,NancyJFriedman
